question_id,answer,percentage
869,"Fight",20
869,"Save The World",6
869,"Kiss Well",6
869,"Use Gadgets",6
870,"Phone Service",45
870,"Magazines",20
870,"Insurance",12
870,"Credit Cards",7
870,"Books",5
870,"Vacations",4
871,"Ask A Question",36
871,"Check Up",24
871,"Perscription Refill",14
871,"Doctor’s Excuse",12
871,"Someone Else Sick",8
871,"Vaccination",4
872,"Clock",35
872,"Microwave",32
872,"TV",12
872,"Computer",10
872,"Stove",5
872,"VCR/DVD Player",4
873,"Ice Cream",24
873,"Beef",20
873,"Chicken",18
873,"Pizza",15
873,"Hot Dogs",12
873,"Vegetables",8
874,"Chips And Dip",36
874,"Crackers And cheese",18
874,"Popcorn",14
874,"Cake",14
874,"Nuts",11
874,"Vegetables",3
875,"Dress",37
875,"Photos",24
875,"Cake Topper",15
875,"Veil/Bridal Accessry",13
875,"Invitations",5
875,"Video Tape",4
876,"Touch Worms",28
876,"Smell Like fish",27
876,"Can’t Swim",20
876,"Boring",6
876,"Cold",5
876,"Wake Up Early",5
877,"Big Ears",33
877,"Disneyland",24
877,"Minnie Mouse",21
877,"Cartoons",8
877,"Donald Duck",6
877,"Walt Disney",5
878,"TV",37
878,"Computer",17
878,"Microwave",15
878,"Stove",14
878,"Table",12
878,"Washer",3
879,"Clock",61
879,"Car",22
879,"Smoke Detector",4
879,"Home",2
879,"Bank Vault",2
879,"Watch",2
880,"Lay Down",42
880,"Make Love",31
880,"Stand Up",10
880,"Fit More People",9
880,"Haul Stuff",5
880,"Watch TV",3
881,"Brown Sugar",58
881,"Milk",20
881,"Butter",6
881,"Fruit",5
881,"Cinnamon",4
881,"Water",4
882,"Shave",32
882,"Look Down",16
882,"Cut Hair",14
882,"Smile",12
882,"Dye Hair",12
882,"Wear A Disguise",9
883,"Ride A Horse",33
883,"Ride In Rodeo",24
883,"Wear Boots",13
883,"Lasso Him",12
883,"Use Cowboy Slang",8
883,"Wear Cowboy Hat",5
884,"Evil Laugh",34
884,"Stealing",28
884,"Fighting",16
884,"Killing",13
884,"Taking Over World",3
884,"Wearing Black",3
885,"Ring",53
885,"House",13
885,"Furniture",12
885,"Mattress",9
885,"Dishes",7
885,"Wedding Dress",5
886,"Politics",39
886,"Dating/Marriage",24
886,"Parenting",16
886,"Finances",10
886,"Religion",7
886,"Weight/Appearance",3
887,"Towel",54
887,"Gym Bag",10
887,"Tennis SHoes",8
887,"Deoderant",6
887,"Change Of Clothes",4
887,"Weights",4
888,"Pig",35
888,"Elephant",22
888,"Cow",17
888,"Monkey",13
888,"Dog",7
888,"Whale",3
889,"What Do You Do",53
889,"How Are You",16
889,"kids",10
889,"Married Yet",10
889,"WhoAre You",2
889,"Where Do You Live",2
890,"Muscle Man",32
890,"Coffee",16
890,"Metal/Steel",15
890,"Odor",14
890,"Cocktail",5
890,"Will/Heart",4
891,"Blood",24
891,"Tomato Sauce",23
891,"Pizza",13
891,"Table Cloth",12
891,"Pepperoni",11
891,"Wine",9
892,"Hair Dryer",39
892,"Scissors",26
892,"Make Up",14
892,"Salon Chairs",8
892,"Shampoo",5
892,"Women",3
893,"Spider Man",41
893,"Batman",38
893,"Flash",10
893,"Incredible Hulk",3
893,"Robin",2
893,"Wonder Woman",2
894,"Car",47
894,"Love",13
894,"Bike",13
894,"Pet",12
894,"House",6
894,"World Peace",5
895,"Model",35
895,"Dance",28
895,"Walk Confidently",13
895,"Type",13
895,"Play Piano",5
895,"Yoga",4
896,"Brooklyn Bridge",44
896,"Dodgers",30
896,"New York",8
896,"Accent",4
896,"Subway",3
896,"Zoo",3
897,"3",30
897,"4",21
897,"2",21
897,"6",13
897,"5",5
897,"1",3
898,"3",33
898,"4",29
898,"2",17
898,"6",6
898,"5",5
898,"1",3
899,"2",31
899,"4",19
899,"3",18
899,"1",14
899,"5",11
899,"6",4
900,"13",44
900,"12",16
900,"16",12
900,"14",7
900,"15",7
900,"10",7
901,"2PM",32
901,"Noon",17
901,"4PM",16
901,"3PM",14
901,"1PM",9
901,"6PM",5
902,"Santa Claus",28
902,"Roofer",27
902,"Chimney Sweep",23
902,"Burglar",11
902,"Electrician",3
902,"A Fiddler",2
903,"Too Thin",40
903,"Wrestler/Athlete",17
903,"Been Sick",13
903,"Pregnant",12
903,"Winter/Keep Warm",9
903,"Actor/Movie Role",6
904,"Jay Leno",33
904,"Jerry Seinfeld",23
904,"Steve Martin",14
904,"Jimmy Darante",9
904,"Bob Hope",9
904,"Adam Sandler",6
905,"Wish List",56
905,"Been Good",13
905,"Leave Him Cookies",9
905,"Name",8
905,"Age",4
905,"Address",3
906,"Dancing",72
906,"Hula Hoop",15
906,"Running",5
906,"Walking",2
906,"Tai Bo",2
906,"Aerobics",2
907,"Tire",23
907,"Lightbulb",19
907,"Windshield Wipers",18
907,"Spark Plugs",11
907,"Battery",11
907,"Air Filter",11
908,"Elevator",58
908,"Seesaw",16
908,"Yo Yo",11
908,"Thermometer",5
908,"Ball",4
908,"Airplane",2
909,"Couch/Recliner",42
909,"Bed",20
909,"Remote Control",15
909,"Pillows",6
909,"Blanket",5
909,"Alcohol",5
910,"Wings",72
910,"Oxygen Mask",5
910,"Pilot",5
910,"Jet Engine",5
910,"Landing Gear",5
910,"Alot More Seats",2
911,"Face/Skin",39
911,"Weight",27
911,"Hair",23
911,"Health",4
911,"Personality",3
911,"Amount Of Energy",3
912,"UFO",38
912,"Elvis",21
912,"Ghost",15
912,"Big Foot",12
912,"Lochness Monster",9
912,"Angel",5
913,"Weeds",45
913,"Kids",21
913,"Grass",15
913,"Hair",7
913,"Plants",4
913,"Animals",2
914,"Funeral",54
914,"Birthday",22
914,"Graduation",12
914,"Baby Shower",5
914,"Baptism",3
914,"Anniversary",3
915,"Hast",42
915,"Contestants",24
915,"Lights",12
915,"People",6
915,"Podiums",5
915,"Announcer",4
916,"Mascara",28
916,"Eyeliner",24
916,"Eyelash Curler",17
916,"Foundation",11
916,"Blush",10
916,"Aplicator/Brush",4
917,"Bran",23
917,"Banana",22
917,"Raisin",18
917,"Corn",13
917,"Chocolate Chip",11
917,"Apple",8
918,"Speed",37
918,"Cut You Off",37
918,"Honk",10
918,"Talk On Phone",7
918,"Tailgate",3
918,"Apply Make Up",3
919,"Laundromat",38
919,"Pay Phone",20
919,"Parking Meter",14
919,"Newspaper",10
919,"Vending Machine",10
919,"Arcade Game",2
920,"Hiss",33
920,"Scratch",20
920,"Run",15
920,"Jump",14
920,"Attack",7
920,"Arch It’s Back",6
921,"Art",34
921,"Accounting",22
921,"Anthropology",17
921,"Architecture",9
921,"Agriculture",7
921,"Archeology",4
922,"TV",40
922,"Computer",24
922,"Jewelry",24
922,"Camera",4
922,"Video Game System",3
922,"Article Of Clothing",3
923,"Lock Of Baby Hair",40
923,"Photos",27
923,"Baby Teeth",18
923,"Clothes",5
923,"Blanket",5
923,"Artwork",3
924,"Walk Away",35
924,"Leave Store",24
924,"No Eye Contact",13
924,"Use Cell Phone",11
924,"Hide",7
924,"Ask To Be Alone",4
925,"Ketchup/Sauce",29
925,"Napkins",26
925,"French Fries",20
925,"salt",11
925,"Ice",8
925,"Attitude",4
926,"Santa Clause",36
926,"Grandparents",26
926,"Brother/Sister",13
926,"Cousins",12
926,"Eye Doctor",4
926,"Aunt/Uncle",4
927,"Toast",26
927,"Rice",21
927,"Eggs",18
927,"Chicken",13
927,"Steak",8
927,"Bacon",5
928,"Traffic",35
928,"Car Trouble",31
928,"Lost Keys",11
928,"Child Is Sick",7
928,"No Gas",6
928,"Bad Hair",5
929,"Complain",40
929,"Get Sick",18
929,"Never Return",14
929,"Bad Tip",13
929,"Tell Friends",8
929,"Bad Review",4
930,"Tuba",43
930,"Trumpet",23
930,"Trombone",12
930,"Saxaphone",1
930,"Flute",5
930,"Bagpipe",3
931,"Bone",48
931,"Shoes",39
931,"Furniture",4
931,"Toys",4
931,"Food",2
931,"Ball",2
932,"Haunted House",34
932,"Cemetry",30
932,"Wedding",10
932,"Restaurant",5
932,"Woods",4
932,"Bar",3
933,"Blood",37
933,"Bad Guy/Boogieman",24
933,"Bears/Beast",16
933,"Bones/Body",13
933,"Butcher Knife",4
933,"Basement",3
934,"Closet",33
934,"Under Bed",21
934,"Attic",18
934,"Garage",15
934,"Kitchen Drawer",4
934,"Basement",4
935,"Swing Set",54
935,"Bicycle",11
935,"Swimming Pool",9
935,"Toys",8
935,"Sand Box",7
935,"Basketball Hoop",4
936,"Cat",45
936,"Bear",17
936,"Tiger",13
936,"Lion",10
936,"Dog",5
936,"Bat",5
937,"Frog",27
937,"Spider",23
937,"Anteater",21
937,"Birt",12
937,"Lizzard",9
937,"Bat",5
938,"Ghost",30
938,"Monster",21
938,"Witch",15
938,"Vampire",15
938,"Spider",10
938,"Bat",6
939,"Jeans",48
939,"Dress",21
939,"Car",17
939,"Elevator",5
939,"Bus",4
939,"Bathing Suit",3
940,"Kitchen",48
940,"Basement",25
940,"Garage",11
940,"Dining Room",7
940,"Bedroom",5
940,"bathroom",4
941,"Seat/Cushion",53
941,"Refreshments",15
941,"Safety Belt",11
941,"TV",7
941,"Blanket",5
941,"Bathroom",4
942,"Oil",44
942,"Gas",20
942,"Engine",15
942,"Brakes",6
942,"Tires",6
942,"Battery",4
943,"Drive",49
943,"Play Sports",15
943,"Be Like Daddy",12
943,"Shave",11
943,"Date",8
943,"Be A Firefighter",5
944,"Chicken",39
944,"Chow Mein",19
944,"Chop Suey",11
944,"Fish",10
944,"Mu Shu Pork",9
944,"Beans",5
945,"Elephant",39
945,"Lion",31
945,"Tiger",15
945,"Monkey",7
945,"Pony",4
945,"Bear",3
946,"Turtle",40
946,"Alligator",16
946,"Frog",12
946,"Seal",12
946,"Crocodile",7
946,"Beaver",5
947,"Lose Weight",40
947,"Get Rich",17
947,"Attract A Mate",14
947,"Look Younger",12
947,"Grow Hair",8
947,"Become Happier",3
948,"Coffeepot/Dishes",33
948,"Clothes/Pajamas",28
948,"Food",12
948,"Toilet Paper",9
948,"Toothbrush/Soap",9
948,"Bedding",7
949,"Hair",31
949,"Summer Vacation",21
949,"Pants/Clothing",18
949,"Themselves",14
949,"Recess/Playtime",8
949,"Bedtime Story",6
950,"Beans",34
950,"Hot Dog",26
950,"Fish",19
950,"Marshmellows",11
950,"Spam",3
950,"Beef Jerky",3
951,"Stethoscope",32
951,"Clipboard",23
951,"Thermometer",15
951,"Gloves",12
951,"Pen/Pencil",1
951,"Beeper",5
952,"Butt",54
952,"Breasts",17
952,"Back",10
952,"Bone",9
952,"Brain",5
952,"Belly",3
953,"Horse",44
953,"Carriage",25
953,"Motorcycle",10
953,"Boat",7
953,"Ferris Wheel",3
953,"Bicycle",4
954,"Bus",25
954,"Drive Anyway",23
954,"Walk",19
954,"Ask A Friend",16
954,"Take A Cab",11
954,"Bike",4
955,"Sir Elton John",35
955,"Stevie Wonder",19
955,"Liberace",13
955,"Ray Charles",12
955,"Beethoven",9
955,"Billy Joel",5
956,"Green",32
956,"Purple",24
956,"Blue",16
956,"Pink",15
956,"Red",8
956,"Black",5
957,"Grits",37
957,"Chicken",18
957,"Corn",12
957,"Soul Food",8
957,"Cajun Food",8
957,"Black Eyed Peas",7
958,"Rocky Horror",31
958,"Pulp Fiction",20
958,"A Clockwork Orange",15
958,"Breakfast Club",12
958,"Napolean Dynamite",11
958,"Blair Witch Project",6
959,"Email",31
959,"Social Network",26
959,"Movies/TV",13
959,"Games",11
959,"dating Site",9
959,"Blog",4
960,"Sled",42
960,"Snow",24
960,"Hill",12
960,"Mittens",10
960,"Jacket",4
960,"Boots",4
961,"Crowded",33
961,"Smell",23
961,"Animals",19
961,"Cleaning Up",6
961,"Storms",6
961,"Boredom",5
962,"Dodgeball",54
962,"Tag",21
962,"Volleyball",8
962,"Duck Duck Goose",6
962,"Ping Pong",4
962,"Bowling",3
963,"Golf",29
963,"Tennis",26
963,"Soccer",12
963,"Ping Pong",10
963,"Swimming",7
963,"Bowling",7
964,"Candy Bar",26
964,"Potato Chips",15
964,"Potatoes",15
964,"fast Food",14
964,"Ice Cream",12
964,"Bread",10
965,"Bathroom",35
965,"Walking",21
965,"Bathing",13
965,"Get Out Of Bed",11
965,"Eating",10
965,"Breath",4
966,"Salad",58
966,"Celery",7
966,"Oranges",7
966,"Carrots",7
966,"Apple",6
966,"Broccoli",6
967,"Stains",39
967,"Fit",26
967,"Holes",15
967,"Price",9
967,"Missing Buttons",3
967,"Broken Zipper",3
968,"Tyra Banks",46
968,"Charlize Theron",16
968,"Megan Fox",12
968,"Pamela Anderson",8
968,"Halle Barry",7
968,"Brook Shields",5
969,"Cars",47
969,"Airplanes",30
969,"Legos",10
969,"Trucks",5
969,"Trains",3
969,"Buildings",2
970,"Donuts",47
970,"Coffee Cake",15
970,"Bagels",14
970,"Cookies",13
970,"Toast",5
970,"Buscuit",4
971,"Spot",31
971,"Fido",29
971,"Rover",17
971,"Fluffy",8
971,"Spike",5
971,"Buster",3
972,"Doctor’s Office",27
972,"Gym",26
972,"A Fish",19
972,"Bathroom",14
972,"Truck Stop",6
972,"Butcher/Deli",5
973,"School/Childcare",42
973,"Play Ground",31
973,"Sports Team",8
973,"Neighborhood",6
973,"Place Of Worship",5
973,"Camp",5
974,"Lights",43
974,"Fake Snow",26
974,"Pine/Trees",13
974,"Tinsel/Garland",7
974,"Wreath/Mistletoe",5
974,"Candles",4
975,"Bottle",42
975,"Blanket",31
975,"Pacifier",9
975,"Rattle",7
975,"Toy",6
975,"Candy",5
976,"T Shirt",35
976,"Alcohol",24
976,"Album",18
976,"Poster",10
976,"Snacks",5
976,"Cap",4
977,"Under Mat",55
977,"Under A Rock",10
977,"At Neighbors",9
977,"Flower Pot",8
977,"Wallet/Purse",7
977,"Car",5
978,"Harry Potter",29
978,"Bible",19
978,"Chronicals Of Narnia",16
978,"Willy Wonka",14
978,"Lord Of The Rings",7
978,"Catcher In The Rye",7
979,"Chips",44
979,"Popcorn",23
979,"Celery",10
979,"Carrots",9
979,"Apple",8
979,"Cereal",5
980,"Truck Driver",30
980,"Bus Driver",26
980,"Police Officers",20
980,"Taxi Driver",9
980,"Ambulance Driver",7
980,"Chaffeur",5
981,"Trees",43
981,"Trash Can",19
981,"plants",16
981,"Swing Set",5
981,"Umbrella",5
981,"Chairs",5
982,"Wear Headphones",38
982,"Rest",18
982,"Run In Place",15
982,"Drink Water",11
982,"Stretch",9
982,"Check Pulse",5
983,"BBQ",46
983,"Sour Cream & Onion",21
983,"Vinegar",9
983,"Ranch",7
983,"Original",7
983,"Cheese",7
984,"Mustard",32
984,"Reslish",18
984,"Onion",16
984,"Tomato",14
984,"Sauerkraut",8
984,"Cheese",6
985,"Sausage",39
985,"Pepperoni",29
985,"Ground Beef",12
985,"Bacon",8
985,"Ham",5
985,"Chicken",4
986,"Spouse",36
986,"Doctor",34
986,"Parents",13
986,"Boy/Girl Friend",5
986,"Friend",3
986,"Children",3
987,"Garlic Bread",29
987,"Pizza",24
987,"Tuna",22
987,"Onion Rings",13
987,"Eggs",6
987,"Chili",4
988,"Beer",36
988,"Soda",29
988,"Salad",15
988,"Bread Sticks",11
988,"Chicken Wings",5
988,"Chips",4
989,"Chocolate Cake",32
989,"Cheese Cake",19
989,"Cherry Pie",15
989,"Pumpkin Pie",13
989,"Ice Cream/Float",10
989,"Choc. Chip Cookie",6
990,"Exam/Due Dates",41
990,"Days Off",23
990,"Graduation",11
990,"Parties",8
990,"A Date",7
990,"Class Schedule",6
991,"Tails",22
991,"Nine Lives",21
991,"Fur",19
991,"Whiskers",13
991,"4 Feet",12
991,"Claws",6
992,"Cooking",33
992,"Intimacy",20
992,"Money",19
992,"Parenting",16
992,"Fashion",4
992,"Cleaning",4
993,"Turn Off Alarm",30
993,"Put In Ear Plugs",16
993,"Close Bedroom Door",14
993,"Turn Off Phone",14
993,"Take A Sleep Aid",12
993,"Close Shades",7
994,"No Loitering",41
994,"No Parking",16
994,"No Dogs",11
994,"No Swimming",8
994,"No Alcohol",8
994,"Closes At Dusk",6
995,"Movie",39
995,"Album",21
995,"TV Show",14
995,"Book",12
995,"Charity",9
995,"Clothes",5
996,"Furniture",23
996,"Jewelry",19
996,"Clock",17
996,"China",16
996,"Photo",15
996,"Clothes",8
997,"Stove/Oven",45
997,"Blender",16
997,"Refrigerator",11
997,"Microwave",10
997,"Toaster",8
997,"Coffee Maker",7
998,"Sun Protection",32
998,"Bad Hair Day",30
998,"Raining",16
998,"Bald Head",8
998,"Bad Haircut",5
998,"Cold",3
999,"Hungry",32
999,"Teething",22
999,"Tired",14
999,"Sickness",13
999,"Wet Diaper",10
999,"Colic",3
1000,"Paperwork",40
1000,"People",30
1000,"Standing/Sitting",10
1000,"Boss",8
1000,"Talking",4
1000,"Computer",4
1001,"Car",34
1001,"House",26
1001,"Clothes",15
1001,"Jewelry",13
1001,"TV",7
1001,"Computer",3
1002,"Scissors",39
1002,"Baseball Glove",17
1002,"Golf Club",15
1002,"Guitar",11
1002,"Desk",7
1002,"Computer Mouse",6
1003,"Wedding",35
1003,"Party",28
1003,"Prom",18
1003,"Birthday",6
1003,"Club",3
1003,"Concert",3
1004,"Wedding",46
1004,"Prayer Service",15
1004,"Baptism",12
1004,"Bible Studies",10
1004,"Holy Communion",5
1004,"Concert",4
1005,"Good Looks",49
1005,"Height",24
1005,"Agent",8
1005,"Stylish Clothes",6
1005,"Strut",3
1005,"Confidence",3
1006,"Dwarfes",28
1006,"Deadly Sins",23
1006,"Wonders Of The World",15
1006,"Days Per Week",14
1006,"Seas",9
1006,"Continents",5
1007,"Batting",37
1007,"Throwing",14
1007,"Catching",13
1007,"Running",13
1007,"Pitching",10
1007,"Coordination",6
1008,"Onion",29
1008,"Cabbage",25
1008,"Broccoli",21
1008,"Garlic",11
1008,"Asparagus",7
1008,"Corn",5
1009,"Fried Chicken",57
1009,"Grits",15
1009,"Collard Greens",9
1009,"BBQ Ribs",8
1009,"Gumbo",7
1009,"Cornbread",4
1010,"Special Effects",27
1010,"Sets",21
1010,"Shooting On Location",18
1010,"Props",13
1010,"Equipment",10
1010,"Costumes",5
1011,"Wool",44
1011,"Down",29
1011,"Fur",7
1011,"Leather",7
1011,"Fleece",7
1011,"Cotton",2
1012,"Place Of Worship",39
1012,"Funeral",27
1012,"Their Wedding",8
1012,"Work",4
1012,"Gym",3
1012,"Courtroom",3
1013,"Airplanes",41
1013,"Snowflakes",23
1013,"Footballs",10
1013,"Cards/Valentines",9
1013,"Paper Dolls",8
1013,"Crane/Bird",4
1014,"Rent",41
1014,"Mortgage",20
1014,"Utilities",11
1014,"Car Payment",9
1014,"Phone",7
1014,"Credit",5
1015,"Police Station",42
1015,"Donut Shop",18
1015,"Concert",11
1015,"Riot",8
1015,"Parade",8
1015,"Crime Scene",6
1016,"Eggs Benidict",35
1016,"Crepes",21
1016,"Belgian Waffles",15
1016,"Bagel",13
1016,"Quiche",8
1016,"Croissant",4
1017,"Too Hot",40
1017,"Sunburn",31
1017,"Shark",11
1017,"Tired",6
1017,"Sick",5
1017,"Crowded",4
1018,"Big Bad wolf",38
1018,"Wicked Witch",23
1018,"Grinch",13
1018,"Scrooge",10
1018,"The Joker",9
1018,"Cruella De Vil",4
1019,"Radio",37
1019,"Stereo",21
1019,"Motor",11
1019,"Horn",9
1019,"Power Steering",7
1019,"Cruise Control",6
1020,"Shop",36
1020,"Date",23
1020,"Model/Get A Job",15
1020,"Party",12
1020,"Go To The Beach",8
1020,"Cruise In Corvette",3
1021,"Scream",49
1021,"Breathe",19
1021,"Cry",15
1021,"Sweat",7
1021,"Clench Hands",5
1021,"Curse",4
1022,"Consession Stand",36
1022,"Seats",25
1022,"Screen",22
1022,"Bathroom",6
1022,"Movies",6
1022,"Customers",3
1023,"Produce",34
1023,"Meat",23
1023,"Frozen Food",14
1023,"Bakery",9
1023,"Check Out",8
1023,"Dairy Section",5
1024,"Gun",45
1024,"Money",20
1024,"Hair",19
1024,"Cigarettes",7
1024,"Whiskey",4
1024,"Bandana",3
1025,"Treehouse",26
1025,"Fence",22
1025,"Swing Set/Playground",20
1025,"Deck/Patio",12
1025,"Doghouse",7
1025,"Bird Feeder",6
1026,"Prancer",25
1026,"Dasher",21
1026,"Cupid",16
1026,"Vixen",14
1026,"Dancer",14
1026,"Blitzen",7
1027,"Coat",56
1027,"Gloves",12
1027,"Hat",7
1027,"Sweater",6
1027,"Long Johns",6
1027,"Boots",5
1028,"Jello",39
1028,"Pudding",18
1028,"Cake",17
1028,"Pie",14
1028,"Ice cream",7
1028,"Brownies",5
1029,"Buddy",40
1029,"Bro",23
1029,"Pal",16
1029,"Dude",7
1029,"Mate",5
1029,"Chum",4
1030,"Pen/Pencil",50
1030,"Hair",21
1030,"Glasses",8
1030,"Perfume",6
1030,"Earrings",6
1030,"Cigarette",2
1031,"Guests",42
1031,"Cake",18
1031,"Wedding Dress",13
1031,"Bridal Party",9
1031,"Flowers",7
1031,"Clergy",4
1032,"Kurt Russell",28
1032,"Kate Hudson",18
1032,"Blonde Hair",17
1032,"Private Benjamin",15
1032,"Laugh In",10
1032,"Comedy",8
1033,"Paycheck/Money",39
1033,"Postcard",13
1033,"Package/Gift",12
1033,"Magazine",12
1033,"Letter",8
1033,"Coupons",5
1034,"Stop",33
1034,"Yeild/Caution",23
1034,"Bo Not Enter",20
1034,"No Turns",12
1034,"One Way",9
1034,"Dead End",3
1035,"Weather",42
1035,"Running Out Of Food",16
1035,"Sickness",15
1035,"Boat Sinking",13
1035,"Getting Lost",8
1035,"Death",6
1036,"Diapers",41
1036,"Clothes",25
1036,"Blankets",14
1036,"Bottles",7
1036,"Bibs",6
1036,"Diaper Bag",3
1037,"Paint",51
1037,"Marker",32
1037,"Makeup",6
1037,"Glue",3
1037,"Candy",3
1037,"Dirt",3
1038,"Sport Events",47
1038,"Bar",14
1038,"Work",12
1038,"Supermarket",12
1038,"Strip Club",4
1038,"Doctor/Dentist",4
1039,"Shower",31
1039,"Drink",18
1039,"Water Lawn",17
1039,"Laundry/Wash",14
1039,"Swim",11
1039,"Flush",5
1040,"Clothes",35
1040,"Shoes",29
1040,"Toys",22
1040,"School Supplies",4
1040,"Candy",2
1040,"Food",2
1041,"Makeup",47
1041,"Hair",24
1041,"Clothes",12
1041,"Nails",5
1041,"Plastic Surgery",3
1041,"Gym",2
1042,"Christmas",65
1042,"Easter",9
1042,"Fourth Of July",7
1042,"New Years",5
1042,"Memorial Day",4
1042,"hanukkah",4
1043,"Have A Temper Tantrum",28
1043,"Run Around",20
1043,"Cry",19
1043,"Eat Candy",12
1043,"Scream",7
1043,"Hide",6
1044,"Homework",30
1044,"Lunch",27
1044,"Backpack",20
1044,"Books",10
1044,"Money",9
1044,"Jacket",2
1045,"Picnic",46
1045,"Sleeping",19
1045,"Reading A Book",17
1045,"Sitting",6
1045,"Relaxing",6
1045,"Kissing",2
1046,"Lazy",37
1046,"Slacker",22
1046,"Free Loader",13
1046,"Bum",11
1046,"Deadbeat",9
1046,"Leech",6
1047,"Paris Hilton",31
1047,"Britney Spears",26
1047,"Jessica Simpson",16
1047,"Pamela Anderson",11
1047,"Mariah Carey",9
1047,"Madonna",5
1048,"Books",28
1048,"Computer",23
1048,"Chalkboard",13
1048,"Maps",13
1048,"Videos",11
1048,"Newspaper",5
1049,"Algebra",36
1049,"English",20
1049,"Calculus",14
1049,"Chemistry",10
1049,"Geometry",8
1049,"Physics",5
1050,"Swimmer",34
1050,"Divers",25
1050,"Lifeguard",14
1050,"Welder",8
1050,"Skier",7
1050,"Pilot",6
1051,"Doctor",41
1051,"Parent",25
1051,"Teacher",11
1051,"Detective",8
1051,"IRS Auditor",7
1051,"Psychiatrist",4
1052,"Seat",55
1052,"Brakes",17
1052,"Mirror",8
1052,"Steering Wheel",6
1052,"Tires",6
1052,"Radio",5
1053,"Mall/Store",31
1053,"Train/Bus Stop",23
1053,"Airport",12
1053,"Bar",11
1053,"Work Job",9
1053,"Restaurant",8
1054,"Furniture",26
1054,"pillows",23
1054,"Fireplace",14
1054,"candles",12
1054,"Drapes",9
1054,"rugs",6
1055,"Whoopie Cushion",45
1055,"Dog Doo Doo",28
1055,"Hand Buzzer",7
1055,"Decks Of Cards",7
1055,"Trick Gum",5
1055,"Silly String",4
1056,"Got Lost",27
1056,"Too Fast",25
1056,"Accident",21
1056,"Too Slow",9
1056,"Expensive",7
1056,"Smelly",5
1057,"Food",25
1057,"Football/Baseball",18
1057,"Snowballs",16
1057,"Stones",16
1057,"Tantrum",12
1057,"Spitballs",11
1058,"Swimming",40
1058,"Camping",23
1058,"Volleyball",12
1058,"Baseball",12
1058,"Fishing",8
1058,"Surfing",4
1059,"Golf",54
1059,"Bingo",20
1059,"Cards",6
1059,"Fishing",5
1059,"Shuffleboard",5
1059,"Travel",5
1060,"Drive",34
1060,"Cook",14
1060,"Ride A Bike",13
1060,"Cut/Carve",12
1060,"Swim",8
1060,"Use Tools",5
1061,"Intelligence",32
1061,"Math",17
1061,"MC^2",16
1061,"Theory Of Relativity",15
1061,"Physics",8
1061,"Wild Hair",6
1062,"Beer",44
1062,"Chips",34
1062,"Popcorn",8
1062,"Pizza",8
1062,"Soda",3
1062,"Wings",3
1063,"Busy",42
1063,"Bad Mood",15
1063,"Stuck Up",14
1063,"Tired",11
1063,"No Pen",8
1063,"With Family",4
